Net,Temperature
12163.911,1.6
11640.933,1.7
11175.47,1.6
10788.655,1.4
10563.577,1.4
10541.758999999998,1.3
10492.841,1.2
10528.748,1.1
10683.872,1.2
11015.071000000002,1.0
11440.384,1.0
11677.977,1.1
11771.416,1.2
11439.032,1.1
10982.098,1.1
10621.241999999998,1.4
9979.573,1.8
8761.786,2.4
7606.244,3.4
8114.894000000001,4.7
10057.61,5.8
11300.906,8.9
11518.199,11.4
11462.344,14.4
11213.373999999998,15.9
10763.064,13.2
10336.657,9.8
10118.284,8.1
10046.525,7.1
10175.041,6.4
10405.978,5.8
10972.205,5.7
11937.547,5.1
13217.309,4.7
12713.701,4.2
10215.846,3.4
9248.941,2.8
8891.969,2.3
8580.78,2.1
8284.161,2.4
8071.926000000001,3.4
7711.671,4.3
7716.939999999999,5.9
8714.419,7.4
11153.892,8.8
12544.908,10.0
12803.688,11.2
12674.87,11.4
12350.716,10.6
11731.891,8.7
11265.787,6.7
10996.722,6.5
11002.403,5.8
11074.118,4.8
11285.512,5.0
11799.888,4.8
12917.481000000002,4.5
14241.918,4.3
13825.818,4.1
11073.479,4.0
9356.728,4.0
8572.808,4.2
8141.235000000001,4.6
7875.806000000001,5.3
7765.939,6.1
7387.623000000001,6.0
7393.249000000001,8.5
8642.175,10.3
10561.81,11.5
11850.84,12.5
12048.595,13.1
12091.963999999998,13.9
11761.295,13.9
11256.665,13.0
10794.919,12.8
10635.67,11.9
10545.066000000004,8.6
10783.318,6.0
11032.605,3.9
11527.211,2.5
12425.273,1.4
13652.113,0.7
13803.563999999998,0.1
13000.87,-0.3
12119.938999999998,-1.3
11563.006,-1.8
11134.959,-2.1
11136.009999999998,-2.1
11089.628,-1.5
11185.083000000002,-0.2
11338.146,1.0
11896.164,2.4
12472.843,4.6
13127.868,5.5
13133.323,7.2
12863.04,8.1
12396.425,8.0
11692.09,6.5
11023.868,5.5
10617.307,5.4
10362.855,5.0
10339.475,4.4
10450.598,3.6
10813.093,3.5
11589.87,3.6
12718.845,3.3
12880.992,4.8
11241.893,9.5
9697.318,11.0
8827.286,5.1
8710.663999999999,3.9
8443.081,2.6
8657.588,4.6
9081.282,6.0
9419.415,7.8
10401.95,9.2
11552.629,9.9
12599.648999999998,10.5
12807.862,10.4
12705.802,9.4
12301.474,8.6
11747.598999999998,7.5
11169.228,6.0
10834.579,5.3
10724.926999999998,4.9
10699.603,4.4
10903.491999999998,3.5
11317.615,2.5
12129.18,0.9
13212.865,0.2
13683.908,-0.1
13632.368,-0.2
13615.823,-0.4
13383.615000000002,-0.3
13090.972,-0.2
12943.698,0.0
12851.773,0.3
13091.755,0.5
13213.467,0.6
