Net,Temperature
58012.795,-9999.0
59065.25,-9999.0
60779.32,-9999.0
60769.326,-9999.0
60019.235,-5.0
59047.17599999999,-5.3
57382.837,-5.8
55371.567,-5.9
53792.098,-6.0
52744.458,-6.1
52242.076,-6.1
52186.016,-5.9
52429.53200000001,-5.6
53283.34,-5.2
54581.18,-4.5
56075.215,-4.1
56708.534,-3.6
56497.611,-3.3
55035.855,-3.2
53305.328,-3.2
51201.363,-3.1
49327.091,-2.6
47752.766,-9999.0
46962.938,-9999.0
47143.359,-9999.0
48433.181,-9999.0
50826.349,-9999.0
50978.263,-9999.0
50603.366,-9999.0
49734.1,-9999.0
48479.589,-9999.0
46842.576,-9999.0
45253.34099999999,-9999.0
44143.506,3.1
43621.698,3.8
43280.596,3.7
43202.719000000005,3.7
43596.257000000005,-9999.0
44546.98,5.0
45692.419,4.9
46515.379,4.6
46669.744,4.5
45964.4,-9999.0
45051.617,-9999.0
44009.245,-9999.0
43102.47,-9999.0
42403.22900000001,-9999.0
42079.73900000001,-9999.0
42611.287,-9999.0
44113.52099999999,-9999.0
46180.031,-9999.0
45988.875,-9999.0
45682.11,-9999.0
44915.501,-9999.0
44029.207,-9999.0
42690.445,-9999.0
41458.862,-9999.0
40990.83,-9999.0
40868.992,-9999.0
41181.494,-9999.0
42301.02099999999,-9999.0
44760.752,-9999.0
48912.192,-9999.0
51819.672000000006,-9999.0
51792.257000000005,-9999.0
50583.893,-9999.0
49530.30599999999,-9999.0
48421.667,-9999.0
47805.872,-9999.0
47285.723,-9999.0
46884.459,-9999.0
46590.74,-9999.0
46805.432,-9999.0
48117.99,-9999.0
49861.144,-9999.0
49844.903,-9999.0
49156.681,-9999.0
47531.67,-9999.0
45209.21200000001,-9999.0
42849.656,-9999.0
41051.421,-9999.0
40021.192,-9999.0
39430.995,-9999.0
39346.114,-9999.0
40082.887,9.0
42273.667,-9999.0
46119.482,9.6
48965.871,-9999.0
49400.068,7.4
49357.664,7.1
49289.049000000006,7.2
48961.249,7.4
48721.821,8.0
48460.371,8.4
48191.37700000001,8.6
48020.560000000005,9.0
48197.313,9.2
49499.755000000005,9.4
51512.90700000001,9.4
51368.475,9.4
50782.689000000006,9.4
49252.594000000005,9.3
47036.074,9.0
44479.048,8.9
42692.458,8.8
41554.503,8.6
41032.862,8.6
40812.246,8.5
41459.775,8.3
43299.172,7.9
46967.45,7.3
49647.983,5.7
49990.156,6.5
49833.372,6.5
50037.325,7.6
50142.962,7.7
49693.306,8.5
49375.751,9.3
48811.14,10.8
48239.827000000005,10.8
48157.63,11.1
49083.699,11.6
50469.94900000001,11.5
50267.289,10.2
49348.851,10.5
47840.698,10.4
45580.145,10.7
43127.635,10.6
41243.74,11.0
40348.51299999999,11.4
39668.317,11.6
39470.044,11.5
40162.195,11.2
42343.811,10.9
46106.315,10.8
48662.71,10.8
49011.989,10.7
49016.782,10.2
49132.572,10.0
49189.042,9.6
49095.033,10.0
48880.859,10.5
48339.014,11.4
48052.405,12.0
48168.276,-9999.0
48929.19900000001,13.9
50272.187,-9999.0
50438.436,16.4
49639.647,16.5
48579.147,16.7
46823.113,16.1
44716.44,15.4
43418.118,15.4
42855.237,15.8
42830.631,15.8
43174.57,15.9
44242.01900000001,16.1
46897.781,13.0
51329.133,11.6
54725.563,10.6
55633.34299999999,9.6
55805.174000000006,7.9
55760.738,6.1
55448.880000000005,4.0
54881.035,2.7
54498.12900000001,1.2
53913.60400000001,0.0
53423.633,-0.8
53727.83,-9999.0
55076.44900000001,-9999.0
57564.896,-9999.0
58060.178,-2.5
57715.508,-9999.0
56872.181,-9999.0
55212.881,-9999.0
53196.046,-5.5
51653.086,-6.6
50669.828,-7.4
50387.414,-7.9
50195.769,-8.3
50679.412,-8.8
51696.215,-9.6
53416.998,-10.4
55304.418,-11.0
56108.135,-11.5
56002.955,-12.0
55177.535,-12.4
53606.588,-12.5
52057.599,-13.0
50379.73,-13.1
48914.928,-9999.0
48230.82400000001,-9999.0
48533.761,-9999.0
50116.841,-9999.0
53251.938,-9999.0
54011.916,-9999.0
53832.239,-9999.0
53207.131,-9999.0
51887.326,-9999.0
50243.596,-7.1
49064.329,-8.6
48285.015,-8.5
48016.989,-10.1
47973.518,-10.2
48260.087,-10.5
48934.201,-8.5
50040.007,-7.9
51082.335,-7.8
51721.778,-7.2
51786.43400000001,-6.3
51528.957,-6.2
51006.335,-6.7
50662.182,-6.4
50322.262,-5.5
50232.78400000001,-4.5
50432.787,-9999.0
51089.868,-9999.0
52409.904,-9999.0
54273.308,2.6
54378.712,-9999.0
53437.332,3.5
51990.87099999999,2.9
49906.89,2.2
47882.14599999999,1.5
47973.015,0.1
47087.052,-1.4
46769.927,-1.4
46762.11,-0.8
47494.397,-0.1
49363.626,0.9
52857.05099999999,1.4
55338.995,1.7
56102.62,1.7
56335.61,1.7
56456.919,1.7
56101.548,1.7
55654.08,1.7
55354.963,1.8
54929.66099999999,1.9
54569.209,2.5
54702.971,3.1
55486.737,3.8
56862.808,3.9
56709.825,4.4
56091.625,4.4
54535.451,4.3
52284.622,3.9
49727.33,4.0
46658.888,4.2
45514.971,3.5
44878.933,2.8
44621.52099999999,2.1
45257.502,2.4
47288.174000000006,1.8
50591.393,2.2
53185.658,2.1
53459.504,1.7
53472.221,1.2
53580.281,1.3
53253.665,1.2
53056.164,1.5
52920.28,1.9
52636.949,2.6
52477.665,2.9
52657.327000000005,4.1
53805.14,4.8
55446.693,5.3
55691.53599999999,5.6
55070.656,5.2
53855.706,5.3
51716.602,5.0
49510.869000000006,5.0
48229.943,4.4
47633.289,4.7
47468.535,4.3
47609.441,4.5
48597.587,2.6
50750.667,0.4
54871.71799999999,-1.6
57634.91099999999,-3.4
57988.09900000001,-4.0
57527.578,-4.2
57204.927,-4.8
56569.491,-5.1
55843.332,-5.5
54932.137,-5.5
54068.994,-5.4
53383.48,-5.3
53368.768,-9999.0
54366.842,-9999.0
56929.933,-9999.0
57246.825,-5.7
56941.89,-5.4
55479.734,-5.2
53054.009,-4.7
50456.21599999999,-4.2
48715.301,-4.0
47639.275,-3.9
47100.481,-4.0
47062.96400000001,-4.1
47804.352000000006,-4.3
49837.009000000005,-4.3
53410.658,-4.0
55927.794,-4.1
55645.4,-4.1
54827.103,-3.9
54017.46599999999,-3.8
52765.107,-4.2
51881.431,-4.0
50931.75400000001,-3.1
50113.319,-2.1
49406.968,-1.2
49458.727,0.0
49911.635,1.2
51656.539,2.9
51923.685,4.5
51348.222,5.7
49809.211,6.2
47653.908,6.3
45079.08,5.8
43446.234,5.5
42369.142,5.5
41661.497,5.0
41783.527,4.8
42449.75,5.2
44515.127,5.9
48233.231,5.8
51029.421,5.7
51598.475,6.2
51428.537,6.6
51213.672,6.4
50751.22,6.1
50334.758,5.8
49968.256,6.1
49594.747,6.2
49316.728,6.3
49570.551,7.2
50489.95,-9999.0
52283.87900000001,-9999.0
52442.829000000005,8.2
51995.629,7.8
50995.893,6.8
49329.266,4.8
47205.12,3.5
45710.009000000005,1.8
44822.818,0.6
44488.379,-0.3
44357.751,-0.9
44883.073,-1.6
45842.193,-2.2
47476.737,-2.6
49337.004,-3.4
50470.45900000001,-4.2
51414.87,-4.8
51539.736,-5.7
50792.531,-6.5
49785.235,-6.6
48706.326,-6.1
47754.534,-9999.0
47407.619,-9999.0
47628.809,-9999.0
48834.564000000006,-9999.0
50984.862,-9999.0
51615.212,0.8
51193.878,0.9
50429.963,0.2
49128.829000000005,-1.4
47483.904,-3.2
46139.138,-4.3
